type,title,cast,country,rating,listed_in,combination
Movie,aladdin (1992),scott weinger  robin williams  linda larkin,united states,g,"action-adventure, animation, family","Movie g action-adventure, animation, family scott weinger  robin williams  linda larkin united states"
Movie,aladdin and the king of thieves,val bettin  jim cummings  gilbert gottfried,united states,g,"action-adventure, animation, family","Movie g action-adventure, animation, family val bettin  jim cummings  gilbert gottfried united states"
Movie,aladdin: the return of jafar,jason alexander  jeff bennett  val bettin,united states,g,"action-adventure, animation, family","Movie g action-adventure, animation, family jason alexander  jeff bennett  val bettin united states"
Movie,alice in wonderland,ed wynn  richard haydn  sterling holloway,united states,g,"action-adventure, animation, family","Movie g action-adventure, animation, family ed wynn  richard haydn  sterling holloway united states"
Movie,aliens of the deep,dr. anatoly sagalevitch  genya chernaiev  victor nischeta,united states,g,"action-adventure, animals & nature, documentary","Movie g action-adventure, animals & nature, documentary dr. anatoly sagalevitch  genya chernaiev  victor nischeta united states"
Movie,alley cats strike!,kyle schmid  robert ri'chard  kaley cuoco,"united states, canada",tv-g,"coming of age, drama, sports","Movie tv-g coming of age, drama, sports kyle schmid  robert ri'chard  kaley cuoco united states, canada"
Movie,almost angels,vincent winter  sean scully  peter weck,united states,tv-pg,"coming of age, drama, family","Movie tv-pg coming of age, drama, family vincent winter  sean scully  peter weck united states"
Movie,america's heart & soul,george woodard  charles jimmie sr.  the brothers,united states,pg,"documentary, family","Movie pg documentary, family george woodard  charles jimmie sr.  the brothers united states"
Movie,amy,jenny agutter  barry newman  kathleen nolan,united states,g,"drama, family","Movie g drama, family jenny agutter  barry newman  kathleen nolan united states"
Movie,an extremely goofy movie,bill farmer  jason marsden  jeff bennett,"united states, australia",g,"animation, comedy, family","Movie g animation, comedy, family bill farmer  jason marsden  jeff bennett united states, australia"
Movie,annie,kathy bates  alan cumming  audra mcdonald,united states,tv-pg,"drama, family, musical","Movie tv-pg drama, family, musical kathy bates  alan cumming  audra mcdonald united states"
Movie,apollo: missions to the moon,neil armstrong  buzz aldrin,united states,tv-pg,"documentary, family, historical","Movie tv-pg documentary, family, historical neil armstrong  buzz aldrin united states"
Movie,atlantis rising,georgeos diaz-montexano  peter vincenti  richard freund,canada,tv-pg,"documentary, historical","Movie tv-pg documentary, historical georgeos diaz-montexano  peter vincenti  richard freund canada"
Movie,atlantis: milo's return,james taylor  cree summer  john mahoney,united states,g,"action-adventure, animation, family","Movie g action-adventure, animation, family james taylor  cree summer  john mahoney united states"
Movie,atlantis: the lost empire,michael fox  james garner  cree summer,united states,pg,"action-adventure, animation, family","Movie pg action-adventure, animation, family michael fox  james garner  cree summer united states"
Movie,auntie edna,brad bird  eli fucile  maeve andrews,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family brad bird  eli fucile  maeve andrews united states"
Movie,avatar,sam worthington  zoë saldana  sigourney weaver,united states,pg-13,"action-adventure, science fiction","Movie pg-13 action-adventure, science fiction sam worthington  zoë saldana  sigourney weaver united states"
Movie,babes in the woods,unknown,united states,tv-y7,"animation, family, fantasy","Movie tv-y7 animation, family, fantasy unknown united states"
Movie,babes in toyland,ray bolger  tommy sands  annette funicello,united states,tv-pg,"family, fantasy, musical","Movie tv-pg family, fantasy, musical ray bolger  tommy sands  annette funicello united states"
Movie,bambi,unknown,united states,g,"animation, drama, family","Movie g animation, drama, family unknown united states"
Movie,bambi ii,patrick stewart  alexander gould  keith ferguson,united states,g,"animation, drama, kids","Movie g animation, drama, kids patrick stewart  alexander gould  keith ferguson united states"
Movie,bao,unknown,"united states, canada",g,"animation, family, fantasy","Movie g animation, family, fantasy unknown united states, canada"
Movie,beach picnic,unknown,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family unknown united states"
Movie,bearly asleep,unknown,united states,tv-pg,"animation, comedy, family","Movie tv-pg animation, comedy, family unknown united states"
Movie,beauty and the beast: belle's magical world,robby benson  paige o'hara  david stiers,united states,g,"animation, anthology, fantasy","Movie g animation, anthology, fantasy robby benson  paige o'hara  david stiers united states"
Movie,beauty and the beast: the enchanted christmas,paige o'hara  robby benson  jerry orbach,"canada, united states",g,"animation, family, fantasy","Movie g animation, family, fantasy paige o'hara  robby benson  jerry orbach canada, united states"
Movie,beezy bear,unknown,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family unknown united states"
Movie,before the flood,leonardo dicaprio  john kerry  barack obama,united states,tv-14,documentary,Movie tv-14 documentary leonardo dicaprio  john kerry  barack obama united states
Movie,benji the hunted,red steagall  frank inn  nancy francis,united states,g,"action-adventure, animals & nature, family","Movie g action-adventure, animals & nature, family red steagall  frank inn  nancy francis united states"
Movie,big hero 6,scott adsit  ryan potter  daniel henney,united states,pg,"action-adventure, animation, family","Movie pg action-adventure, animation, family scott adsit  ryan potter  daniel henney united states"
Movie,bizarre dinosaurs,peter cullen,united states,tv-pg,"animals & nature, documentary, family","Movie tv-pg animals & nature, documentary, family peter cullen united states"
Movie,blank check,brian bonsall  karen duffy  miguel ferrer,united states,pg,"comedy, family","Movie pg comedy, family brian bonsall  karen duffy  miguel ferrer united states"
Movie,boat builders,unknown,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family unknown united states"
Movie,bolt,john travolta  miley cyrus  susie essman,united states,pg,"action-adventure, animation, comedy","Movie pg action-adventure, animation, comedy john travolta  miley cyrus  susie essman united states"
Movie,bone bandit,unknown,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family unknown united states"
Movie,boundin',bud luckey,united states,g,"animation, family, kids","Movie g animation, family, kids bud luckey united states"
Movie,brave,kelly macdonald  billy connolly  emma thompson,"united states, united kingdom",pg,"animation, coming of age, family","Movie pg animation, coming of age, family kelly macdonald  billy connolly  emma thompson united states, united kingdom"
Movie,brave little toaster to the rescue,deanna oliver  tim stack  jon lovitz,united states,tv-g,"action-adventure, animation","Movie tv-g action-adventure, animation deanna oliver  tim stack  jon lovitz united states"
Movie,breaking2,lelisa desisa  eliud kipchoge  zersenay tadese,united states,tv-pg,"documentary, sports","Movie tv-pg documentary, sports lelisa desisa  eliud kipchoge  zersenay tadese united states"
Movie,brink!,erik von detten  sam horrigan  christina vidal,united states,tv-g,"coming of age, drama, sports","Movie tv-g coming of age, drama, sports erik von detten  sam horrigan  christina vidal united states"
Movie,brother bear,joaquin phoenix  jeremy suarez  jason raize,united states,g,"action-adventure, animation, family","Movie g action-adventure, animation, family joaquin phoenix  jeremy suarez  jason raize united states"
Movie,brother bear 2,patrick dempsey  mandy moore  jeremy suarez,united states,g,"action-adventure, animation, family","Movie g action-adventure, animation, family patrick dempsey  mandy moore  jeremy suarez united states"
Movie,buffalo dreams,reiley mcclendon  simon baker  graham greene,united states,tv-g,"buddy, coming of age, drama","Movie tv-g buddy, coming of age, drama reiley mcclendon  simon baker  graham greene united states"
Movie,burn-e,angus maclane  tessa swigart,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family angus maclane  tessa swigart united states"
Movie,cadet kelly,hilary duff  christy romano  shawn ashmore,"united states, canada",tv-g,"comedy, coming of age","Movie tv-g comedy, coming of age hilary duff  christy romano  shawn ashmore united states, canada"
Movie,camp nowhere,christopher lloyd  jonathan jackson  wendy makkena,united states,pg,"comedy, coming of age, family","Movie pg comedy, coming of age, family christopher lloyd  jonathan jackson  wendy makkena united states"
Movie,camp rock,demi lovato  joe jonas  meaghan martin,united states,tv-g,"coming of age, music, musical","Movie tv-g coming of age, music, musical demi lovato  joe jonas  meaghan martin united states"
Movie,camp rock 2: the final jam,demi lovato  joe jonas  nick jonas,united states,tv-g,"coming of age, music, musical","Movie tv-g coming of age, music, musical demi lovato  joe jonas  nick jonas united states"
Movie,can of worms,michael shulman  erika christensen  adam wylie,"united states, canada",tv-pg,"comedy, coming of age, science fiction","Movie tv-pg comedy, coming of age, science fiction michael shulman  erika christensen  adam wylie united states, canada"
Movie,candleshoe,david niven  helen hayes  jodie foster,"united kingdom, united states",g,"comedy, coming of age, crime","Movie g comedy, coming of age, crime david niven  helen hayes  jodie foster united kingdom, united states"
